1.384900000000000000e+04,1.416600000000000000e+04,1.922400000000000000e+04,1.321200000000000000e+04
1.384600000000000000e+04,1.417000000000000000e+04,1.922200000000000000e+04,1.321200000000000000e+04
1.384600000000000000e+04,1.417000000000000000e+04,1.922200000000000000e+04,1.320900000000000000e+04
1.386200000000000000e+04,1.418100000000000000e+04,1.923800000000000000e+04,1.320900000000000000e+04
1.386200000000000000e+04,1.418100000000000000e+04,1.923800000000000000e+04,1.325000000000000000e+04
1.388800000000000000e+04,1.419000000000000000e+04,1.923100000000000000e+04,1.325000000000000000e+04
1.388800000000000000e+04,1.419000000000000000e+04,1.923100000000000000e+04,1.322700000000000000e+04
1.387800000000000000e+04,1.419500000000000000e+04,1.924600000000000000e+04,1.322700000000000000e+04
1.387800000000000000e+04,1.419500000000000000e+04,1.924600000000000000e+04,1.322900000000000000e+04
1.388600000000000000e+04,1.420800000000000000e+04,1.924400000000000000e+04,1.322900000000000000e+04
1.388600000000000000e+04,1.420800000000000000e+04,1.924400000000000000e+04,1.323200000000000000e+04
1.386500000000000000e+04,1.417900000000000000e+04,1.924200000000000000e+04,1.323200000000000000e+04
1.386500000000000000e+04,1.417900000000000000e+04,1.924200000000000000e+04,1.323200000000000000e+04
1.387800000000000000e+04,1.420000000000000000e+04,1.923700000000000000e+04,1.323200000000000000e+04
1.387800000000000000e+04,1.420000000000000000e+04,1.923700000000000000e+04,1.323000000000000000e+04
1.387400000000000000e+04,1.417900000000000000e+04,1.924300000000000000e+04,1.323000000000000000e+04
1.387400000000000000e+04,1.417900000000000000e+04,1.924300000000000000e+04,1.323800000000000000e+04
1.387400000000000000e+04,1.419100000000000000e+04,1.923200000000000000e+04,1.323800000000000000e+04
1.387400000000000000e+04,1.419100000000000000e+04,1.923200000000000000e+04,1.322800000000000000e+04
1.387500000000000000e+04,1.419700000000000000e+04,1.924300000000000000e+04,1.322800000000000000e+04
1.387500000000000000e+04,1.419700000000000000e+04,1.924300000000000000e+04,1.322900000000000000e+04
1.387900000000000000e+04,1.417800000000000000e+04,1.924600000000000000e+04,1.322900000000000000e+04
1.387900000000000000e+04,1.417800000000000000e+04,1.924600000000000000e+04,1.323700000000000000e+04
1.388000000000000000e+04,1.418600000000000000e+04,1.925000000000000000e+04,1.323700000000000000e+04
1.388000000000000000e+04,1.418600000000000000e+04,1.925000000000000000e+04,1.323600000000000000e+04
1.388300000000000000e+04,1.420600000000000000e+04,1.924700000000000000e+04,1.323600000000000000e+04
1.388300000000000000e+04,1.420600000000000000e+04,1.924700000000000000e+04,1.323900000000000000e+04
1.388100000000000000e+04,1.419700000000000000e+04,1.924900000000000000e+04,1.323900000000000000e+04
1.388100000000000000e+04,1.419700000000000000e+04,1.924900000000000000e+04,1.323500000000000000e+04
1.387500000000000000e+04,1.420000000000000000e+04,1.925000000000000000e+04,1.323500000000000000e+04
1.387500000000000000e+04,1.420000000000000000e+04,1.925000000000000000e+04,1.324500000000000000e+04
1.389600000000000000e+04,1.419100000000000000e+04,1.925800000000000000e+04,1.324500000000000000e+04
1.389600000000000000e+04,1.419100000000000000e+04,1.925800000000000000e+04,1.323000000000000000e+04
1.387600000000000000e+04,1.419400000000000000e+04,1.925800000000000000e+04,1.323000000000000000e+04
1.387600000000000000e+04,1.419400000000000000e+04,1.925800000000000000e+04,1.323900000000000000e+04
