1.382500000000000000e+04,1.417600000000000000e+04,1.924400000000000000e+04,1.306200000000000000e+04
1.381700000000000000e+04,1.420100000000000000e+04,1.923900000000000000e+04,1.306200000000000000e+04
1.381700000000000000e+04,1.420100000000000000e+04,1.923900000000000000e+04,1.307400000000000000e+04
1.383200000000000000e+04,1.419100000000000000e+04,1.924700000000000000e+04,1.307400000000000000e+04
1.383200000000000000e+04,1.419100000000000000e+04,1.924700000000000000e+04,1.307400000000000000e+04
1.382900000000000000e+04,1.421600000000000000e+04,1.920700000000000000e+04,1.307400000000000000e+04
1.382900000000000000e+04,1.421600000000000000e+04,1.920700000000000000e+04,1.306800000000000000e+04
1.382400000000000000e+04,1.419800000000000000e+04,1.922500000000000000e+04,1.306800000000000000e+04
1.382400000000000000e+04,1.419800000000000000e+04,1.922500000000000000e+04,1.306100000000000000e+04
1.381400000000000000e+04,1.419300000000000000e+04,1.921300000000000000e+04,1.306100000000000000e+04
1.381400000000000000e+04,1.419300000000000000e+04,1.921300000000000000e+04,1.305600000000000000e+04
1.383200000000000000e+04,1.418400000000000000e+04,1.924600000000000000e+04,1.305600000000000000e+04
1.383200000000000000e+04,1.418400000000000000e+04,1.924600000000000000e+04,1.307100000000000000e+04
1.380200000000000000e+04,1.422000000000000000e+04,1.922900000000000000e+04,1.307100000000000000e+04
1.380200000000000000e+04,1.422000000000000000e+04,1.922900000000000000e+04,1.307500000000000000e+04
1.383300000000000000e+04,1.420800000000000000e+04,1.922500000000000000e+04,1.307500000000000000e+04
1.383300000000000000e+04,1.420800000000000000e+04,1.922500000000000000e+04,1.308500000000000000e+04
1.382300000000000000e+04,1.421500000000000000e+04,1.923200000000000000e+04,1.308500000000000000e+04
1.382300000000000000e+04,1.421500000000000000e+04,1.923200000000000000e+04,1.307500000000000000e+04
1.384400000000000000e+04,1.421000000000000000e+04,1.924200000000000000e+04,1.307500000000000000e+04
1.384400000000000000e+04,1.421000000000000000e+04,1.924200000000000000e+04,1.307200000000000000e+04
1.379900000000000000e+04,1.418500000000000000e+04,1.922400000000000000e+04,1.307200000000000000e+04
1.379900000000000000e+04,1.418500000000000000e+04,1.922400000000000000e+04,1.306600000000000000e+04
1.383100000000000000e+04,1.420900000000000000e+04,1.924200000000000000e+04,1.306600000000000000e+04
1.383100000000000000e+04,1.420900000000000000e+04,1.924200000000000000e+04,1.307700000000000000e+04
1.383000000000000000e+04,1.420400000000000000e+04,1.921800000000000000e+04,1.307700000000000000e+04
1.383000000000000000e+04,1.420400000000000000e+04,1.921800000000000000e+04,1.306200000000000000e+04
1.385200000000000000e+04,1.417700000000000000e+04,1.921600000000000000e+04,1.306200000000000000e+04
1.385200000000000000e+04,1.417700000000000000e+04,1.921600000000000000e+04,1.307000000000000000e+04
1.384100000000000000e+04,1.421700000000000000e+04,1.921200000000000000e+04,1.307000000000000000e+04
1.384100000000000000e+04,1.421700000000000000e+04,1.921200000000000000e+04,1.308200000000000000e+04
1.382800000000000000e+04,1.417700000000000000e+04,1.923600000000000000e+04,1.308200000000000000e+04
1.382800000000000000e+04,1.417700000000000000e+04,1.923600000000000000e+04,1.307300000000000000e+04
1.381600000000000000e+04,1.419100000000000000e+04,1.923700000000000000e+04,1.307300000000000000e+04
1.381600000000000000e+04,1.419100000000000000e+04,1.923700000000000000e+04,1.305800000000000000e+04
1.384900000000000000e+04,1.419600000000000000e+04,1.922900000000000000e+04,1.305800000000000000e+04
1.384900000000000000e+04,1.419600000000000000e+04,1.922900000000000000e+04,1.308600000000000000e+04
1.384100000000000000e+04,1.419700000000000000e+04,1.924500000000000000e+04,1.308600000000000000e+04
1.384100000000000000e+04,1.419700000000000000e+04,1.924500000000000000e+04,1.306500000000000000e+04
1.384000000000000000e+04,1.418600000000000000e+04,1.923000000000000000e+04,1.306500000000000000e+04
1.384000000000000000e+04,1.418600000000000000e+04,1.923000000000000000e+04,1.309600000000000000e+04
1.384000000000000000e+04,1.420000000000000000e+04,1.922800000000000000e+04,1.309600000000000000e+04
1.384000000000000000e+04,1.420000000000000000e+04,1.922800000000000000e+04,1.307200000000000000e+04
1.385400000000000000e+04,1.418900000000000000e+04,1.921800000000000000e+04,1.307200000000000000e+04
1.385400000000000000e+04,1.418900000000000000e+04,1.921800000000000000e+04,1.307400000000000000e+04
1.382500000000000000e+04,1.422500000000000000e+04,1.925900000000000000e+04,1.307400000000000000e+04
1.382500000000000000e+04,1.422500000000000000e+04,1.925900000000000000e+04,1.308600000000000000e+04
1.384500000000000000e+04,1.420400000000000000e+04,1.920000000000000000e+04,1.308600000000000000e+04
1.384500000000000000e+04,1.420400000000000000e+04,1.920000000000000000e+04,1.309100000000000000e+04
1.382000000000000000e+04,1.421800000000000000e+04,1.922500000000000000e+04,1.309100000000000000e+04
1.382000000000000000e+04,1.421800000000000000e+04,1.922500000000000000e+04,1.307000000000000000e+04
1.385200000000000000e+04,1.420400000000000000e+04,1.923000000000000000e+04,1.307000000000000000e+04
1.385200000000000000e+04,1.420400000000000000e+04,1.923000000000000000e+04,1.309400000000000000e+04
1.383200000000000000e+04,1.420400000000000000e+04,1.923200000000000000e+04,1.309400000000000000e+04
1.383200000000000000e+04,1.420400000000000000e+04,1.923200000000000000e+04,1.307600000000000000e+04
1.381900000000000000e+04,1.418700000000000000e+04,1.923900000000000000e+04,1.307600000000000000e+04
1.381900000000000000e+04,1.418700000000000000e+04,1.923900000000000000e+04,1.308700000000000000e+04
1.381900000000000000e+04,1.420000000000000000e+04,1.924400000000000000e+04,1.308700000000000000e+04
1.381900000000000000e+04,1.420000000000000000e+04,1.924400000000000000e+04,1.307200000000000000e+04
1.384800000000000000e+04,1.418400000000000000e+04,1.921100000000000000e+04,1.307200000000000000e+04
1.384800000000000000e+04,1.418400000000000000e+04,1.921100000000000000e+04,1.310000000000000000e+04
1.382200000000000000e+04,1.420600000000000000e+04,1.922400000000000000e+04,1.310000000000000000e+04
1.382200000000000000e+04,1.420600000000000000e+04,1.922400000000000000e+04,1.307000000000000000e+04
1.383400000000000000e+04,1.419300000000000000e+04,1.922400000000000000e+04,1.307000000000000000e+04
